Full_Name,Age,Birthday,Gender,Barangay,Civil_Status,Educational_Attainment,Employment_Status,Monthly_Income,Number_of_Dependents,With_Minor,With_PWD,Disability_Category,Type_of_Solo_Parent,Duration_Months,Is_Pregnant,Youngest_Child_Age,Receiving_Other_Govt_Cash_Aid,Formal_PhilHealth_Member,Dependent_Currently_Studying,Below_Poverty_Line,Eligibility,Cash_Subsidy_Sec15a,VAT_Discount_Sec15b,PhilHealth_Coverage_Sec15c,Livelihood_Priority_Sec15d,Housing_Priority_Sec15e,Educational_Support_Sec9,Priority_Level,Recommendation,Remarks
Marites Mendoza,64,06/19/1961,F,Calios,Single,Elementary,Unemployed,522,3,Yes,No,N/A,Legal or de facto separation,27,0,1,Yes,Yes,Yes,Yes,Eligible,No,Yes,No,Yes,Yes,Yes,Medium,"VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Cristina Mendoza,64,09/06/1961,F,Alipit,Single,Elementary,Self-Employed,11011,0,No,No,N/A,Spouse/family member/guardian of an OFW,44,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Julius Salazar,46,07/04/1979,M,Patimbao,Married,College,Unemployed,11313,0,No,No,N/A,Abandonment by spouse,48,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Rowena Villanueva,34,10/15/1992,F,Alipit,Widow,College,Self-Employed,31814,0,No,No,N/A,Pregnant woman solely responsible for unborn child,0,0,,Yes,No,No,No,Not Eligible,,,,,,,N/A,,Claimed pregnancy category but not marked pregnant.
Ramon Bautista,60,04/18/1965,M,San Juan,Annulled,High School,Unemployed,15338,1,No,No,N/A,"Declaration of nullity, annulment, or divorce",20,0,2,No,No,No,No,Eligible,Yes,Yes,Yes,Yes,No,No,Medium,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d)",
Vicente Cruz,57,08/16/1968,M,Bubukal,Annulled,High School,Unemployed,13168,0,No,No,N/A,Unmarried parent who keeps and rears the child,51,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Malou Pascual,37,07/11/1988,F,San Pablo Sur,Single,College,Part-Time,14280,1,Yes,No,N/A,Relative within 4th civil degree assuming care,48,0,0,No,Yes,No,Yes,Eligible,Yes,Yes,No,Yes,Yes,No,Medium,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Arnel Pascual,21,07/08/2004,M,Bubukal,Annulled,Vocational,Self-Employed,29324,0,No,No,N/A,Abandonment by spouse,42,0,,No,No,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Luzviminda Ramos,39,10/23/1987,F,Duhat,Separated,High School,Employed,10729,4,No,No,N/A,Pregnant woman solely responsible for unborn child,40,1,6,No,Yes,Yes,Yes,Eligible,Yes,Yes,No,No,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Divina Pascual,58,04/07/1967,F,Santisima Cruz,Separated,Vocational,Part-Time,3795,5,Yes,No,N/A,"Legal guardian, adoptive, or foster parent",42,0,3,No,Yes,Yes,Yes,Eligible,Yes,Yes,No,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Ferdinand Santos,46,12/15/1979,M,San Pablo Norte,Married,College,Employed,17913,5,Yes,Yes,Sensory (Visual/Hearing),Unmarried parent who keeps and rears the child,1,0,3,No,Yes,Yes,No,Eligible,No,Yes,No,No,No,Yes,Medium,"VAT Discount/Exemption (Sec. 15b), Educational Support (Sec. 9)",
Jose Castillo,35,06/18/1991,M,Bagumbayan,Married,High School,Part-Time,17418,4,Yes,No,N/A,Death of spouse,34,0,2,No,No,Yes,No,Eligible,No,Yes,Yes,Yes,No,Yes,Medium,"VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Educational Support (Sec. 9)",
Dominador Gonzales,63,11/05/1962,M,Santisima Cruz,Single,Elementary,Employed,17643,0,No,Yes,Physical,"Legal guardian, adoptive, or foster parent",42,0,,No,No,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Ana Rivera,64,04/28/1961,F,Bagumbayan,Single,College,Self-Employed,27532,0,No,No,N/A,Pregnant woman solely responsible for unborn child,0,0,,No,No,No,No,Not Eligible,,,,,,,N/A,,Claimed pregnancy category but not marked pregnant.
Christian Rivera,32,03/17/1993,M,San Juan,Single,Vocational,Employed,17651,3,Yes,No,N/A,Detention of spouse (3+ months) or serving sentence,1,0,6,No,Yes,No,No,Not Eligible,,,,,,,N/A,,Claimed 'Detention of spouse (3+ months) or serving sentence' but duration is only 1 month(s); RA 11861 requires at least 3 month(s) for this category.
Jose Santos,27,05/27/1999,M,San Pablo Sur,Married,Postgraduate,Unemployed,3662,0,No,No,N/A,Unmarried parent who keeps and rears the child,25,0,,Yes,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Arnel Rivera,26,11/15/2000,M,Calios,Married,Vocational,Part-Time,6224,1,No,No,N/A,Detention of spouse (3+ months) or serving sentence,0,0,0,No,No,No,Yes,Not Eligible,,,,,,,N/A,,Claimed 'Detention of spouse (3+ months) or serving sentence' but duration is only 0 month(s); RA 11861 requires at least 3 month(s) for this category.
Ana Bautista,23,01/10/2002,F,Patimbao,Annulled,Postgraduate,Part-Time,14615,2,Yes,No,N/A,Legal or de facto separation,1,0,2,No,No,No,Yes,Not Eligible,,,,,,,N/A,,Claimed 'Legal or de facto separation' but duration is only 1 month(s); RA 11861 requires at least 6 month(s) for this category.
Reynaldo Del Rosario,35,08/07/1990,M,Bubukal,Separated,High School,Self-Employed,31409,0,No,No,N/A,Detention of spouse (3+ months) or serving sentence,26,0,,No,No,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Analyn Bautista,28,06/19/1998,F,Santisima Cruz,Separated,Vocational,Unemployed,1682,0,No,Yes,Mental/Psychosocial,Spouse/family member/guardian of an OFW,55,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Luzviminda Cruz,67,03/23/1958,F,Bubukal,Annulled,Postgraduate,Employed,36203,2,No,No,N/A,Spouse/family member/guardian of an OFW,11,0,6,No,Yes,No,No,Not Eligible,,,,,,,N/A,,Claimed 'Spouse/family member/guardian of an OFW' but duration is only 11 month(s); RA 11861 requires at least 12 month(s) for this category.
Noel Bautista,61,12/02/1964,M,Alipit,Married,High School,Self-Employed,11097,0,No,Yes,Intellectual/Developmental,Physical or mental incapacity of spouse,34,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Arnel Pascual,36,12/23/1989,M,San Pablo Sur,Married,Postgraduate,Part-Time,19206,5,Yes,No,N/A,"Legal guardian, adoptive, or foster parent",16,0,2,No,Yes,No,No,Eligible,No,Yes,No,Yes,No,No,Medium,"VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d)",
Julius Castillo,59,05/16/1967,M,Santisima Cruz,Widow,Postgraduate,Employed,18375,3,No,No,N/A,"Legal guardian, adoptive, or foster parent",18,0,8,No,No,Yes,No,Eligible,No,No,Yes,No,No,Yes,Medium,"PhilHealth/NHIP Coverage (Sec. 15c), Educational Support (Sec. 9)",
Dominador Villanueva,33,06/19/1993,M,Duhat,Single,High School,Unemployed,58,4,Yes,Yes,Intellectual/Developmental,Spouse/family member/guardian of an OFW,10,0,5,No,No,No,Yes,Not Eligible,,,,,,,N/A,,Claimed 'Spouse/family member/guardian of an OFW' but duration is only 10 month(s); RA 11861 requires at least 12 month(s) for this category.
Ronald Villanueva,57,05/04/1968,M,Alipit,Married,Postgraduate,Part-Time,4291,2,Yes,Yes,Sensory (Visual/Hearing),Legal or de facto separation,13,0,8,No,Yes,No,Yes,Eligible,Yes,No,No,Yes,Yes,No,High,"Cash Subsidy (Sec. 15a), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Cecilia Mendoza,23,05/04/2002,F,Bubukal,Married,Vocational,Employed,23424,1,No,No,N/A,Legal or de facto separation,27,0,1,No,No,No,No,Eligible,No,No,Yes,No,No,No,Low,PhilHealth/NHIP Coverage (Sec. 15c),
Roberto Aquino,28,10/12/1997,M,Patimbao,Married,Vocational,Unemployed,12673,5,Yes,No,N/A,Spouse/family member/guardian of an OFW,9,0,8,No,No,No,Yes,Not Eligible,,,,,,,N/A,,Claimed 'Spouse/family member/guardian of an OFW' but duration is only 9 month(s); RA 11861 requires at least 12 month(s) for this category.
Ramon Ramos,22,03/11/2004,M,Patimbao,Annulled,Vocational,Self-Employed,38735,5,No,No,N/A,"Declaration of nullity, annulment, or divorce",41,0,9,Yes,Yes,No,No,Eligible,No,No,Yes,No,No,No,Low,PhilHealth/NHIP Coverage (Sec. 15c),
Malou Mendoza,58,05/27/1968,F,Patimbao,Annulled,Vocational,Self-Employed,22634,1,Yes,No,N/A,Pregnant woman solely responsible for unborn child,0,0,5,No,Yes,No,No,Not Eligible,,,,,,,N/A,,Claimed pregnancy category but not marked pregnant.
Julius Gonzales,65,03/25/1961,M,Duhat,Separated,Elementary,Self-Employed,4600,1,No,No,N/A,Death of spouse,8,0,2,No,Yes,No,Yes,Eligible,Yes,Yes,No,No,Yes,No,Medium,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), Housing Priority (Sec. 15e)",
Corazon Garcia,63,11/30/1963,F,Bubukal,Single,College,Self-Employed,36087,3,No,No,N/A,Death of spouse,49,0,3,No,Yes,No,No,Eligible,No,No,Yes,No,No,No,Low,PhilHealth/NHIP Coverage (Sec. 15c),
Cristina Flores,35,08/01/1991,F,Duhat,Widow,Vocational,Employed,17509,0,No,No,N/A,Spouse/family member/guardian of an OFW,49,0,,No,No,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Ramon Garcia,48,08/31/1977,F,Labuin,Single,Postgraduate,Self-Employed,24637,2,Yes,No,N/A,Pregnant woman solely responsible for unborn child,0,0,7,No,No,Yes,No,Not Eligible,,,,,,,N/A,,Claimed pregnancy category but not marked pregnant.
Dominador Santos,49,08/03/1976,M,San Pablo Sur,Married,Postgraduate,Self-Employed,7642,1,Yes,No,N/A,Death of spouse,22,0,3,No,No,Yes,Yes,Eligible,Yes,Yes,Yes,No,Yes,Yes,Medium,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Danilo Fernandez,19,07/13/2007,M,San Pablo Sur,Separated,Vocational,Self-Employed,23150,0,No,No,N/A,Unmarried parent who keeps and rears the child,25,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Teresa Reyes,64,12/22/1961,F,Calios,Widow,Postgraduate,Employed,9012,3,Yes,No,N/A,Abandonment by spouse,21,0,5,Yes,No,No,Yes,Eligible,No,Yes,Yes,No,Yes,No,Medium,"VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Housing Priority (Sec. 15e)",
Christian Reyes,39,03/31/1986,M,Santisima Cruz,Separated,Postgraduate,Employed,28248,1,Yes,Yes,Intellectual/Developmental,Spouse/family member/guardian of an OFW,9,0,7,No,No,Yes,No,Not Eligible,,,,,,,N/A,,Claimed 'Spouse/family member/guardian of an OFW' but duration is only 9 month(s); RA 11861 requires at least 12 month(s) for this category.
Gilbert Castillo,62,11/05/1964,F,Alipit,Widow,Vocational,Part-Time,18839,1,Yes,No,N/A,Pregnant woman solely responsible for unborn child,17,1,3,No,No,No,No,Eligible,No,Yes,Yes,Yes,No,No,Medium,"VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d)",
Editha Cruz,19,02/15/2007,F,Calios,Married,Elementary,Self-Employed,10551,1,Yes,No,N/A,Legal or de facto separation,31,0,2,No,No,Yes,Yes,Eligible,Yes,Yes,Yes,No,Yes,Yes,Medium,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Analyn Flores,49,10/21/1976,F,Alipit,Married,High School,Part-Time,13766,2,Yes,No,N/A,"Declaration of nullity, annulment, or divorce",15,0,6,No,No,Yes,Yes,Eligible,Yes,Yes,Yes,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Maria Rivera,26,11/29/2000,F,San Juan,Separated,College,Employed,23436,3,No,No,N/A,"Legal guardian, adoptive, or foster parent",50,0,2,No,Yes,No,No,Eligible,No,No,Yes,No,No,No,Low,PhilHealth/NHIP Coverage (Sec. 15c),
Arnel Rivera,67,11/14/1958,M,San Pablo Sur,Married,College,Part-Time,18257,0,No,No,N/A,Unmarried parent who keeps and rears the child,27,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Corazon Fernandez,56,10/24/1969,F,San Pablo Norte,Widow,College,Self-Employed,36216,3,Yes,No,N/A,Death of spouse,42,1,6,No,No,Yes,No,Eligible,No,No,Yes,No,No,Yes,Medium,"PhilHealth/NHIP Coverage (Sec. 15c), Educational Support (Sec. 9)",
Edgardo Rivera,20,09/26/2005,M,Bubukal,Annulled,Elementary,Self-Employed,30488,0,No,No,N/A,Unmarried parent who keeps and rears the child,53,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Danilo Santos,19,06/24/2007,M,Duhat,Separated,Elementary,Part-Time,3917,5,No,No,N/A,Legal or de facto separation,21,0,5,No,Yes,Yes,Yes,Eligible,Yes,Yes,No,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Bernardo Garcia,55,05/09/1971,M,San Pablo Sur,Annulled,Elementary,Self-Employed,26529,2,No,No,N/A,Spouse/family member/guardian of an OFW,8,0,4,No,Yes,Yes,No,Not Eligible,,,,,,,N/A,,Claimed 'Spouse/family member/guardian of an OFW' but duration is only 8 month(s); RA 11861 requires at least 12 month(s) for this category.
Josephine Cruz,62,09/26/1964,F,San Pablo Sur,Widow,Postgraduate,Employed,21942,0,No,No,N/A,Unmarried parent who keeps and rears the child,10,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Nestor Torres,58,01/30/1968,M,San Pablo Sur,Widow,High School,Self-Employed,22161,5,No,Yes,Sensory (Visual/Hearing),Legal or de facto separation,52,0,2,No,Yes,Yes,No,Eligible,No,No,No,No,No,Yes,Medium,Educational Support (Sec. 9),
Corazon Cruz,59,05/08/1966,F,Bagumbayan,Married,Postgraduate,Self-Employed,5240,5,Yes,No,N/A,Pregnant woman solely responsible for unborn child,17,1,3,No,No,Yes,Yes,Eligible,Yes,Yes,Yes,No,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Edgardo Ramos,30,12/02/1996,M,Bubukal,Single,Vocational,Self-Employed,29368,5,Yes,No,N/A,Relative within 4th civil degree assuming care,31,0,2,No,No,No,No,Eligible,No,No,Yes,No,No,No,Low,PhilHealth/NHIP Coverage (Sec. 15c),
Ronald Garcia,49,07/20/1976,M,Patimbao,Separated,College,Part-Time,14104,4,Yes,No,N/A,Abandonment by spouse,24,0,5,No,No,No,Yes,Eligible,Yes,Yes,Yes,Yes,Yes,No,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Reynaldo Dela Cruz,64,08/20/1962,M,San Pablo Norte,Married,Vocational,Self-Employed,30295,4,Yes,No,N/A,Relative within 4th civil degree assuming care,38,0,4,No,Yes,Yes,No,Eligible,No,No,No,No,No,Yes,Low,Educational Support (Sec. 9),
Precious Rivera,31,04/27/1995,F,San Juan,Separated,Vocational,Unemployed,3394,4,Yes,No,N/A,"Declaration of nullity, annulment, or divorce",12,1,8,No,Yes,No,Yes,Eligible,Yes,No,No,Yes,Yes,No,High,"Cash Subsidy (Sec. 15a), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Ferdinand Bautista,28,06/02/1997,M,San Juan,Annulled,College,Part-Time,13134,1,Yes,No,N/A,Unmarried parent who keeps and rears the child,35,0,7,No,Yes,Yes,Yes,Eligible,Yes,No,No,Yes,Yes,Yes,Medium,"Cash Subsidy (Sec. 15a), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Editha Cruz,52,01/10/1974,F,Santisima Cruz,Widow,High School,Part-Time,10658,2,No,Yes,Mental/Psychosocial,Pregnant woman solely responsible for unborn child,0,0,8,No,No,No,Yes,Not Eligible,,,,,,,N/A,,Claimed pregnancy category but not marked pregnant.
Ronald Del Rosario,42,07/31/1983,M,Alipit,Married,High School,Employed,14353,0,No,No,N/A,Unmarried parent who keeps and rears the child,11,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Marites Santos,62,03/14/1963,F,Patimbao,Annulled,High School,Part-Time,15716,1,Yes,No,N/A,Legal or de facto separation,40,0,7,No,Yes,No,No,Eligible,Yes,No,No,Yes,No,No,Low,"Cash Subsidy (Sec. 15a), Livelihood/Employment Priority (Sec. 15d)",
Edgardo Santos,67,09/04/1958,M,Alipit,Annulled,Vocational,Self-Employed,4616,0,No,No,N/A,Abandonment by spouse,25,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Ana Ramos,25,08/14/2001,F,Calios,Separated,Elementary,Part-Time,3486,4,Yes,No,N/A,Birth of child due to rape,5,0,5,No,Yes,Yes,Yes,Eligible,Yes,Yes,No,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Malou Ramos,55,08/29/1970,F,Labuin,Separated,Vocational,Employed,33789,3,Yes,No,N/A,Unmarried parent who keeps and rears the child,4,0,8,No,No,No,No,Eligible,No,No,Yes,No,No,No,Low,PhilHealth/NHIP Coverage (Sec. 15c),
Malou Cruz,41,02/01/1985,F,San Pablo Sur,Separated,Vocational,Part-Time,11996,0,No,No,N/A,Legal or de facto separation,12,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Ronald Rivera,56,06/03/1969,M,San Juan,Single,High School,Self-Employed,26705,5,Yes,Yes,Intellectual/Developmental,Relative within 4th civil degree assuming care,8,0,6,No,No,Yes,No,Eligible,No,No,Yes,No,No,Yes,Medium,"PhilHealth/NHIP Coverage (Sec. 15c), Educational Support (Sec. 9)",
Maria Dela Cruz,58,11/11/1968,F,Labuin,Single,Vocational,Part-Time,9239,5,Yes,No,N/A,Legal or de facto separation,10,0,3,No,Yes,Yes,Yes,Eligible,Yes,Yes,No,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Cecilia Salazar,43,06/21/1982,F,Alipit,Separated,High School,Unemployed,8483,0,No,No,N/A,Spouse/family member/guardian of an OFW,22,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Malou Pascual,27,06/25/1999,F,Patimbao,Married,Vocational,Self-Employed,13947,5,Yes,No,N/A,"Declaration of nullity, annulment, or divorce",21,0,9,No,No,No,Yes,Eligible,Yes,No,Yes,No,Yes,No,Medium,"Cash Subsidy (Sec. 15a), PhilHealth/NHIP Coverage (Sec. 15c), Housing Priority (Sec. 15e)",
Ronald Cruz,22,11/04/2004,M,Labuin,Single,College,Part-Time,19192,3,No,Yes,Sensory (Visual/Hearing),Detention of spouse (3+ months) or serving sentence,27,0,7,Yes,Yes,Yes,No,Eligible,No,No,No,Yes,No,Yes,Medium,"Livelihood/Employment Priority (Sec. 15d), Educational Support (Sec. 9)",
Arnel Fernandez,50,07/27/1976,M,San Pablo Sur,Widow,College,Self-Employed,16213,3,No,No,N/A,"Declaration of nullity, annulment, or divorce",15,0,1,No,Yes,Yes,No,Eligible,No,Yes,No,No,No,Yes,Medium,"VAT Discount/Exemption (Sec. 15b), Educational Support (Sec. 9)",
Malou Mendoza,43,04/30/1983,F,Calios,Married,Elementary,Self-Employed,11880,0,No,No,N/A,Relative within 4th civil degree assuming care,37,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Dominador Bautista,59,09/24/1966,F,Alipit,Separated,College,Unemployed,7130,3,Yes,No,N/A,Pregnant woman solely responsible for unborn child,51,1,4,Yes,No,No,Yes,Eligible,No,Yes,Yes,Yes,Yes,No,High,"VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Rosalinda Ramos,41,05/07/1984,F,Calios,Separated,Postgraduate,Part-Time,17463,1,No,No,N/A,Physical or mental incapacity of spouse,29,0,3,No,Yes,No,No,Eligible,No,Yes,No,Yes,No,No,Low,"VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d)",
Angelica Ocampo,54,04/09/1972,F,Labuin,Annulled,Postgraduate,Part-Time,14196,3,Yes,No,N/A,"Legal guardian, adoptive, or foster parent",48,0,8,Yes,No,No,Yes,Eligible,No,No,Yes,Yes,Yes,No,Medium,"PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Luzviminda Pascual,19,11/21/2007,F,Labuin,Widow,Postgraduate,Employed,18190,0,No,No,N/A,Unmarried parent who keeps and rears the child,10,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Ferdinand Santos,46,11/18/1979,M,San Pablo Sur,Widow,High School,Unemployed,12872,3,Yes,No,N/A,Detention of spouse (3+ months) or serving sentence,28,0,9,No,Yes,Yes,Yes,Eligible,Yes,No,No,Yes,Yes,Yes,Medium,"Cash Subsidy (Sec. 15a), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Efren Gonzales,40,08/26/1985,M,Bubukal,Separated,High School,Employed,31881,0,No,No,N/A,Detention of spouse (3+ months) or serving sentence,7,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Efren Torres,20,08/17/2005,M,Duhat,Widow,College,Self-Employed,16466,0,No,No,N/A,Legal or de facto separation,51,0,,No,No,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Dominador Pascual,25,03/02/2001,M,San Juan,Married,High School,Unemployed,10870,4,No,No,N/A,Legal or de facto separation,51,0,1,No,Yes,Yes,Yes,Eligible,Yes,Yes,No,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Roberto Bautista,62,06/28/1963,F,Santisima Cruz,Separated,Elementary,Self-Employed,24130,0,No,No,N/A,Detention of spouse (3+ months) or serving sentence,51,0,,No,No,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Malou Ocampo,40,02/05/1986,F,Calios,Widow,Elementary,Unemployed,5484,3,Yes,No,N/A,Detention of spouse (3+ months) or serving sentence,2,0,2,No,No,No,Yes,Not Eligible,,,,,,,N/A,,Claimed 'Detention of spouse (3+ months) or serving sentence' but duration is only 2 month(s); RA 11861 requires at least 3 month(s) for this category.
Editha Aquino,39,09/16/1987,F,San Juan,Married,High School,Unemployed,2702,1,Yes,No,N/A,"Declaration of nullity, annulment, or divorce",42,0,8,No,No,Yes,Yes,Eligible,Yes,No,Yes,Yes,Yes,Yes,Medium,"Cash Subsidy (Sec. 15a), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Mark Mendoza,62,06/25/1963,M,Duhat,Widow,College,Unemployed,6443,3,No,No,N/A,"Legal guardian, adoptive, or foster parent",36,0,1,No,Yes,Yes,Yes,Eligible,Yes,Yes,No,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Bernardo Aquino,61,12/26/1965,M,Alipit,Widow,Postgraduate,Unemployed,7640,5,Yes,No,N/A,Death of spouse,12,0,1,No,Yes,Yes,Yes,Eligible,Yes,Yes,No,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Marites Torres,68,08/28/1957,F,Duhat,Married,Elementary,Unemployed,8317,0,No,Yes,Physical,Pregnant woman solely responsible for unborn child,0,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,Claimed pregnancy category but not marked pregnant.
Angelica Torres,25,08/19/2001,F,Patimbao,Widow,Postgraduate,Part-Time,13284,3,Yes,No,N/A,Birth of child due to rape,29,0,9,No,No,No,Yes,Eligible,Yes,No,Yes,Yes,Yes,No,Medium,"Cash Subsidy (Sec. 15a), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
